1734457790.558685 server started (10575): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1734457790.558731 on Linux 6.8.0-49-generic #49-Ubuntu SMP PREEMPT_DYNAMIC Mon Nov  4 02:06:24 UTC 2024
1734457790.558748 using libevent 2.1.12-stable poll
1734457790.558756 using ncurses 6.4 20240113
1734457790.618720 cmd_parse_build_commands: bind-key -T copy-mode-vi H { send-keys -X top-line }
1734457790.618723 cmdq_get_command: [bind-key/0x63dbd07335d0] group 2284
1734457790.618725 cmdq_append <global>: [bind-key/0x63dbd07335d0]
1734457790.618731 yylex_token: end at WS
1734457790.618734 yylex_token: bind
1734457790.618736 yylex_token: end at WS
1734457790.618739 yylex_token: -Tcopy-mode-vi
1734457790.618741 yylex_token: end at WS
1734457790.618744 yylex_token: J
1734457790.618746 yylex_token: end at WS
1734457790.618748 yylex_token: send
1734457790.618751 yylex_token: end at WS
1734457790.618753 yylex_token: -X
1734457790.618756 yylex_token: end at WS
1734457790.618758 yylex_token: scroll-down
1734457790.618761 cmd_parse_build_commands 0:0: bind
1734457790.618764 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618766 cmd_parse_build_commands 0:2: J
1734457790.618769 cmd_parse_build_commands 0:3 0:0: send
1734457790.618772 cmd_parse_build_commands 0:3 0:1: -X
1734457790.618774 cmd_parse_build_commands 0:3 0:2: scroll-down
1734457790.618777 cmd_parse_build_commands 0:0: send
1734457790.618780 cmd_parse_build_commands 0:1: -X
1734457790.618782 cmd_parse_build_commands 0:2: scroll-down
1734457790.618786 args_parse_flags: next -X
1734457790.618788 args_parse_flags: -X
1734457790.618791 args_parse_flags: next scroll-down
1734457790.618793 args_parse: flags end at 2 of 3
1734457790.618796 args_parse: 2 = scroll-down (type STRING)
1734457790.618800 cmd_parse_build_commands: send-keys -X scroll-down
1734457790.618802 args_parse_flags: next -Tcopy-mode-vi
1734457790.618805 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618808 args_parse_flags: next J
1734457790.618810 args_parse: flags end at 2 of 4
1734457790.618813 args_parse: 2 = J (type STRING)
1734457790.618816 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1734457790.618821 cmd_parse_build_commands: bind-key -T copy-mode-vi J { send-keys -X scroll-down }
1734457790.618825 cmdq_get_command: [bind-key/0x63dbd0732ad0] group 2292
1734457790.618828 cmdq_append <global>: [bind-key/0x63dbd0732ad0]
1734457790.618830 yylex_token: end at WS
1734457790.618833 yylex_token: bind
1734457790.618835 yylex_token: end at WS
1734457790.618838 yylex_token: -Tcopy-mode-vi
1734457790.618840 yylex_token: end at WS
1734457790.618843 yylex_token: K
1734457790.618845 yylex_token: end at WS
1734457790.618847 yylex_token: send
1734457790.618850 yylex_token: end at WS
1734457790.618852 yylex_token: -X
1734457790.618855 yylex_token: end at WS
1734457790.618857 yylex_token: scroll-up
1734457790.618860 cmd_parse_build_commands 0:0: bind
1734457790.618863 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618865 cmd_parse_build_commands 0:2: K
1734457790.618868 cmd_parse_build_commands 0:3 0:0: send
1734457790.618871 cmd_parse_build_commands 0:3 0:1: -X
1734457790.618873 cmd_parse_build_commands 0:3 0:2: scroll-up
1734457790.618876 cmd_parse_build_commands 0:0: send
1734457790.618878 cmd_parse_build_commands 0:1: -X
1734457790.618881 cmd_parse_build_commands 0:2: scroll-up
1734457790.618887 args_parse_flags: next -X
1734457790.618890 args_parse_flags: -X
1734457790.618892 args_parse_flags: next scroll-up
1734457790.618895 args_parse: flags end at 2 of 3
1734457790.618897 args_parse: 2 = scroll-up (type STRING)
1734457790.618901 cmd_parse_build_commands: send-keys -X scroll-up
1734457790.618904 args_parse_flags: next -Tcopy-mode-vi
1734457790.618906 args_parse_flag_argument: -T = copy-mode-vi
1734457790.618909 args_parse_flags: next K
1734457790.618912 args_parse: flags end at 2 of 4
1734457790.618914 args_parse: 2 = K (type STRING)
1734457790.618917 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1734457790.618922 cmd_parse_build_commands: bind-key -T copy-mode-vi K { send-keys -X scroll-up }
1734457790.618925 cmdq_get_command: [bind-key/0x63dbd0733ca0] group 2300
1734457790.618928 cmdq_append <global>: [bind-key/0x63dbd0733ca0]
1734457790.618932 yylex_token: end at WS
1734457790.618934 yylex_token: bind
1734457790.618937 yylex_token: end at WS
1734457790.618939 yylex_token: -Tcopy-mode-vi
1734457790.618941 yylex_token: end at WS
1734457790.618944 yylex_token: L
1734457790.618961 yylex_token: end at WS
1734457790.618963 yylex_token: send
1734457790.618966 yylex_token: end at WS
1734457790.618968 yylex_token: -X
1734457790.618971 yylex_token: end at WS
1734457790.618973 yylex_token: bottom-line
1734457790.618977 cmd_parse_build_commands 0:0: bind
1734457790.618980 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.618982 cmd_parse_build_commands 0:2: L
1734457790.618985 cmd_parse_build_commands 0:3 0:0: send
1734457790.618988 cmd_parse_build_commands 0:3 0:1: -X
1734457790.618990 cmd_parse_build_commands 0:3 0:2: bottom-line
1734457790.618993 cmd_parse_build_commands 0:0: send
1734457790.618996 cmd_parse_build_commands 0:1: -X
1734457790.618998 cmd_parse_build_commands 0:2: bottom-line
1734457790.619002 args_parse_flags: next -X
1734457790.619005 args_parse_flags: -X
1734457790.619008 args_parse_flags: next bottom-line
1734457790.619010 args_parse: flags end at 2 of 3
1734457790.619013 args_parse: 2 = bottom-line (type STRING)
1734457790.619017 cmd_parse_build_commands: send-keys -X bottom-line
1734457790.619020 args_parse_flags: next -Tcopy-mode-vi
1734457790.619022 args_parse_flag_argument: -T = copy-mode-vi
1734457790.619025 args_parse_flags: next L
1734457790.619027 args_parse: flags end at 2 of 4
1734457790.619030 args_parse: 2 = L (type STRING)
1734457790.619033 args_parse: 3 = send-keys -X bottom-line (type COMMANDS)
1734457790.619038 cmd_parse_build_commands: bind-key -T copy-mode-vi L { send-keys -X bottom-line }
1734457790.619042 cmdq_get_command: [bind-key/0x63dbd0733a10] group 2308
1734457790.619045 cmdq_append <global>: [bind-key/0x63dbd0733a10]
1734457790.619051 yylex_token: end at WS
1734457790.619053 yylex_token: bind
1734457790.619056 yylex_token: end at WS
1734457790.619072 yylex_token: -Tcopy-mode-vi
1734457790.619075 yylex_token: end at WS
1734457790.619077 yylex_token: M
1734457790.619080 yylex_token: end at WS
1734457790.619082 yylex_token: send
1734457790.619085 yylex_token: end at WS
1734457790.619087 yylex_token: -X
1734457790.619090 yylex_token: end at WS
1734457790.619092 yylex_token: middle-line
1734457790.619096 cmd_parse_build_commands 0:0: bind
1734457790.619098 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.619101 cmd_parse_build_commands 0:2: M
1734457790.619103 cmd_parse_build_commands 0:3 0:0: send
1734457790.619106 cmd_parse_build_commands 0:3 0:1: -X
1734457790.619109 cmd_parse_build_commands 0:3 0:2: middle-line
1734457790.619112 cmd_parse_build_commands 0:0: send
1734457790.619114 cmd_parse_build_commands 0:1: -X
1734457790.619117 cmd_parse_build_commands 0:2: middle-line
1734457790.619120 args_parse_flags: next -X
1734457790.619123 args_parse_flags: -X
1734457790.619125 args_parse_flags: next middle-line
1734457790.619128 args_parse: flags end at 2 of 3
1734457790.619130 args_parse: 2 = middle-line (type STRING)
1734457790.619134 cmd_parse_build_commands: send-keys -X middle-line
1734457790.619137 args_parse_flags: next -Tcopy-mode-vi
1734457790.619143 args_parse_flag_argument: -T = copy-mode-vi
1734457790.619145 args_parse_flags: next M
1734457790.619148 args_parse: flags end at 2 of 4
1734457790.619151 args_parse: 2 = M (type STRING)
1734457790.619154 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1734457790.619159 cmd_parse_build_commands: bind-key -T copy-mode-vi M { send-keys -X middle-line }
1734457790.619162 cmdq_get_command: [bind-key/0x63dbd0734560] group 2316
1734457790.619165 cmdq_append <global>: [bind-key/0x63dbd0734560]
1734457790.619168 yylex_token: end at WS
1734457790.619171 yylex_token: bind
1734457790.619174 yylex_token: end at WS
1734457790.619189 yylex_token: -Tcopy-mode-vi
1734457790.619191 yylex_token: end at WS
1734457790.619194 yylex_token: N
1734457790.619196 yylex_token: end at WS
1734457790.619199 yylex_token: send
1734457790.619201 yylex_token: end at WS
1734457790.619203 yylex_token: -X
1734457790.619206 yylex_token: end at WS
1734457790.619209 yylex_token: search-reverse
1734457790.619212 cmd_parse_build_commands 0:0: bind
1734457790.619215 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.619217 cmd_parse_build_commands 0:2: N
1734457790.619220 cmd_parse_build_commands 0:3 0:0: send
1734457790.619222 cmd_parse_build_commands 0:3 0:1: -X
1734457790.619225 cmd_parse_build_commands 0:3 0:2: search-reverse
1734457790.619228 cmd_parse_build_commands 0:0: send
1734457790.619231 cmd_parse_build_commands 0:1: -X
1734457790.619233 cmd_parse_build_commands 0:2: search-reverse
1734457790.619237 args_parse_flags: next -X
1734457790.619240 args_parse_flags: -X
1734457790.619242 args_parse_flags: next search-reverse
1734457790.619245 args_parse: flags end at 2 of 3
1734457790.619247 args_parse: 2 = search-reverse (type STRING)
1734457790.619251 cmd_parse_build_commands: send-keys -X search-reverse
1734457790.619260 args_parse_flags: next -Tcopy-mode-vi
1734457790.619265 args_parse_flag_argument: -T = copy-mode-vi
1734457790.619267 args_parse_flags: next N
1734457790.619270 args_parse: flags end at 2 of 4
1734457790.619272 args_parse: 2 = N (type STRING)
1734457790.619276 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1734457790.619281 cmd_parse_build_commands: bind-key -T copy-mode-vi N { send-keys -X search-reverse }
1734457790.619285 cmdq_get_command: [bind-key/0x63dbd0734660] group 2324
1734457790.619288 cmdq_append <global>: [bind-key/0x63dbd0734660]
1734457790.619291 yylex_token: end at WS
1734457790.619293 yylex_token: bind
1734457790.619296 yylex_token: end at WS
1734457790.619298 yylex_token: -Tcopy-mode-vi
1734457790.619301 yylex_token: end at WS
1734457790.619303 yylex_token: P
1734457790.619306 yylex_token: end at WS
1734457790.619308 yylex_token: send
1734457790.619311 yylex_token: end at WS
1734457790.619313 yylex_token: -X
1734457790.619316 yylex_token: end at WS
1734457790.619318 yylex_token: toggle-position
1734457790.619322 cmd_parse_build_commands 0:0: bind
1734457790.619324 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.619327 cmd_parse_build_commands 0:2: P
1734457790.619329 cmd_parse_build_commands 0:3 0:0: send
1734457790.619332 cmd_parse_build_commands 0:3 0:1: -X
1734457790.619335 cmd_parse_build_commands 0:3 0:2: toggle-position
1734457790.619338 cmd_parse_build_commands 0:0: send
1734457790.619340 cmd_parse_build_commands 0:1: -X
1734457790.619343 cmd_parse_build_commands 0:2: toggle-position
1734457790.619347 args_parse_flags: next -X
1734457790.619349 args_parse_flags: -X
1734457790.619352 args_parse_flags: next toggle-position
1734457790.619354 args_parse: flags end at 2 of 3
1734457790.619357 args_parse: 2 = toggle-position (type STRING)
1734457790.619361 cmd_parse_build_commands: send-keys -X toggle-position
1734457790.619363 args_parse_flags: next -Tcopy-mode-vi
1734457790.619366 args_parse_flag_argument: -T = copy-mode-vi
1734457790.619368 args_parse_flags: next P
1734457790.619371 args_parse: flags end at 2 of 4
1734457790.619373 args_parse: 2 = P (type STRING)
1734457790.619377 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1734457790.619383 cmd_parse_build_commands: bind-key -T copy-mode-vi P { send-keys -X toggle-position }
1734457790.619390 cmdq_get_command: [bind-key/0x63dbd0734ba0] group 2332
1734457790.619392 cmdq_append <global>: [bind-key/0x63dbd0734ba0]
1734457790.619399 yylex_token: end at WS
1734457790.619401 yylex_token: bind
1734457790.619404 yylex_token: end at WS
1734457790.619406 yylex_token: -Tcopy-mode-vi
1734457790.619409 yylex_token: end at WS
1734457790.619411 yylex_token: T
1734457790.619414 yylex_token: end at WS
1734457790.619416 yylex_token: command-prompt
1734457790.619419 yylex_token: end at WS
1734457790.619422 yylex_token: -1p(jump to backward)
1734457790.619424 yylex_token: end at WS
1734457790.619426 yylex_token: send
1734457790.619429 yylex_token: end at WS
1734457790.619431 yylex_token: -X
1734457790.619434 yylex_token: end at WS
1734457790.619436 yylex_token: jump-to-backward
1734457790.619439 yylex_token: end at WS
1734457790.619441 yylex_token: %%
1734457790.619445 cmd_parse_build_commands 0:0: bind
1734457790.619448 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.619451 cmd_parse_build_commands 0:2: T
1734457790.619453 cmd_parse_build_commands 0:3 0:0: command-prompt
1734457790.619456 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1734457790.619459 cmd_parse_build_commands 0:3 0:2 0:0: send
1734457790.619462 cmd_parse_build_commands 0:3 0:2 0:1: -X
1734457790.619464 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1734457790.619467 cmd_parse_build_commands 0:3 0:2 0:3: %%
1734457790.619470 cmd_parse_build_commands 0:0: command-prompt
1734457790.619473 cmd_parse_build_commands 0:1: -1p(jump to backward)
1734457790.619476 cmd_parse_build_commands 0:2 0:0: send
1734457790.619478 cmd_parse_build_commands 0:2 0:1: -X
1734457790.619481 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1734457790.619484 cmd_parse_build_commands 0:2 0:3: %%
1734457790.619487 cmd_parse_build_commands 0:0: send
1734457790.619489 cmd_parse_build_commands 0:1: -X
1734457790.619492 cmd_parse_build_commands 0:2: jump-to-backward
1734457790.619494 cmd_parse_build_commands 0:3: %%
1734457790.619498 args_parse_flags: next -X
1734457790.619501 args_parse_flags: -X
1734457790.619504 args_parse_flags: next jump-to-backward
1734457790.619506 args_parse: flags end at 2 of 4
1734457790.619509 args_parse: 2 = jump-to-backward (type STRING)
1734457790.619512 args_parse: 3 = %% (type STRING)
1734457790.619517 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1734457790.619520 args_parse_flags: next -1p(jump to backward)
1734457790.619522 args_parse_flags: -1
1734457790.619525 args_parse_flag_argument: -p = (jump to backward)
1734457790.619528 args_parse: flags end at 2 of 3
1734457790.619532 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1734457790.619538 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1734457790.619541 args_parse_flags: next -Tcopy-mode-vi
1734457790.619544 args_parse_flag_argument: -T = copy-mode-vi
1734457790.619546 args_parse_flags: next T
1734457790.619549 args_parse: flags end at 2 of 4
1734457790.619551 args_parse: 2 = T (type STRING)
1734457790.619557 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1734457790.619565 cmd_parse_build_commands: bind-key -T copy-mode-vi T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1734457790.619569 cmdq_get_command: [bind-key/0x63dbd0735710] group 2340
1734457790.619572 cmdq_append <global>: [bind-key/0x63dbd0735710]
1734457790.619574 yylex_token: end at WS
1734457790.619577 yylex_token: bind
1734457790.619580 yylex_token: end at WS
1734457790.619582 yylex_token: -Tcopy-mode-vi
1734457790.619585 yylex_token: end at WS
1734457790.619587 yylex_token: V
1734457790.619590 yylex_token: end at WS
1734457790.619592 yylex_token: send
1734457790.619595 yylex_token: end at WS
1734457790.619597 yylex_token: -X
1734457790.619600 yylex_token: end at WS
1734457790.619602 yylex_token: select-line
1734457790.619609 cmd_parse_build_commands 0:0: bind
1734457790.619612 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1734457790.619614 cmd_parse_build_commands 0:2: V
1734457790.619617 cmd_parse_build_commands 0:3 0:0: send
1734457790.619620 cmd_parse_build_commands 0:3 0:1: -X
1734457790.619622 cmd_parse_build_commands 0:3 0:2: select-line
1734457790.619625 cmd_parse_build_commands 0:0: send
1734457790.619628 cmd_parse_build_commands 0:1: -X
1734457790.619630 cmd_parse_build_commands 0:2: select-line
1734457790.619634 args_parse_flags: next -X
1734457790.619637 args_parse_flags: -X
1734457790.619639 args_parse_flags: next select-line
1734457790.619642 args_parse: flags end at 2 of 3
1734457790.619644 args_parse: 2 = select-line (type STRING)
1734457790.619648 cmd_parse_build_commands: send-keys -X select-line
1734457790.619651 args_parse_flags: next -Tcopy-mode-vi
1734457790.619654 args_parse_flag_argument: -T = copy-mode-vi
1734457790.619656 args_parse_flags: next V
1734457790.619659 args_parse: flags end at 2 of 4
1734457790.619661 args_parse: 2 = V (type STRING)
1734457790.619679 args_parse: 3 = send-keys -X select-line (type COMMANDS)
1734457790.619684 cmd_parse_build_commands: bind-key -T copy-mode-vi V { send-keys -X select-line }
1734457790.619688 cmdq_get_command: [bind-key/0x63dbd0735ae0] group 2352
1734457790.619691 cmdq_append <global>: [bind-key/0x63dbd0735ae0]
1734457790.619693 yylex_token: end at WS
1734457790.619696 yylex_token: bind
1734457790.619699 yylex_token: end at WS
1734457790.619714 yylex_token: -Tcopy-mode-vi
1734457790.619717 yylex_token: end at WS
1734457790.619719 yylex_token: W
1734457790.619721 yylex_token: end at WS
1734457790.619724 yylex_token: send
1734457790.619726 yylex_token: end at WS
1734457790.619728 yylex_token: -X
1734457790.619731 yylex_token: end at WS
1734457790.619733 yylex_token: next-space
1734457790.619737 cmd_parse_build_commands 0:0: bind
1734457790.619739 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
